Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"House For Sale In Satdobato, Lalitpur","Tutepani, Satdobato, Lalitpur",Lalitpur,3700000,5,4,3.0,9,South,,1.7K,1-5-2-0 Ropani,8 Feet / Blacktopped,8 Feet , Blacktopped,N/A Aana,3 months ago,"['Lawn', 'Garage', 'Balcony', 'Garden', 'Frontyard', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply']",16.0,231250.0
"Brand New : House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,21000000,4,5,2.5,1,South West,2076.0,4.5K,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,3 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",1.0,21000000.0
"House For Sale In Bhaisepati, Lalitpur","Fulbari Marga, Bhaisepati, Lalitpur",Lalitpur,28500000,5,4,3.0,1,South East,2073.0,6.4K,0-4-3-1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2450 Aana,3 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",1.203125,23688311.68831169
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,17500000,4,2,,0,North East,,536,5 Aana,20 Feet,20 Feet,,N/A Aana,3 months ago,[],5.0,3500000.0
"2storey House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,15500000,4,2,2.0,1,North East,,872,4 Aana,0 Feet,0 Feet,,N/A Aana,3 months ago,[],4.0,3875000.0
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,15500000,4,2,,1,North East,,497,4 Aana,20 Feet,20 Feet,,N/A Aana,3 months ago,[],4.0,3875000.0
"Land For Sale In Budhanilkantha, Kathmandu","ganesh chowk, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,,0,East,,309,10 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,[],10.0,320000.0
"House For Rent In Gairidhara, Kathmandu","Goma Petrol Pump, Gairidhara, Kathmandu",Kathmandu,250000,18,5,2.0,0,North East,,509,2 Ropani,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,3 months ago,"['Garden', 'Garage', 'Frontyard', 'Backyard', 'Kids Playground']",32.0,7812.5
"Land For Sale In Basbari : Land For Sale In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,3000000,0,0,,0,North,,604,3 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,3 months ago,[],3.0,1000000.0
"Hattigauda Ma Sasto Jagga Bikrima : Land For Sale In Budhanilkantha, Kathmandu","hattigauda, Budhanilkantha, Kathmandu",Kathmandu,2300000,0,0,,0,East,,867,5.5 Aana,13 Feet,13 Feet,,N/A Aana,3 months ago,[],5.0,460000.0
"Furnished Office With MOE Consultancy License : Office Space For Sale In Chabahil, Kathmandu","Kumari building, Chabahil, Kathmandu",Kathmandu,2000000,0,0,,0,East,,1.8K,1400 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1400 Sq. Feet,4 months ago,"['Wifi', 'Drainage', 'Water Supply', 'Water Well', 'CCTV', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff']",4.090577063550037,488928.57142857136
"Land On Sale In Nagarkot : Land For Sale In Nagarkot, Bhaktapur","hari guru marga, Nagarkot, Bhaktapur",Bhaktapur,400000,0,0,,0,North West,,466,11 Ropani,400 Feet / Blacktopped,400 Feet , Blacktopped,11 Ropani,4 months ago,[],176.0,2272.7272727272725
"Budhanilkantha Chapali Home For Sale : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,42000000,7,6,3.0,3,East,2076.0,839,8.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Frontyard', 'Garage', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Store Room']",8.0,5250000.0
"House For Rent In Paknajol, Kathmandu","538 Paknajol Marg, Paknajol, Kathmandu",Kathmandu,300000,18,4,5.0,0,West,2045.0,429,0-4-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,0-3-2-0 Aana,4 months ago,"['Drainage', 'TV Cable', 'Water Supply', 'Internet']",1.0,300000.0
"16ana Land At Tokha : Land For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",Kathmandu,2500000,0,0,,0,North East,,509,16 Aana,0 Feet,0 Feet,,16 Aana,4 months ago,[],16.0,156250.0
"Land : Land For Sale In Pepsicola, Kathmandu","pepsicola, Pepsicola, Kathmandu",Kathmandu,4000000,0,0,,0,East,,507,0-5-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,[],1.25,3200000.0
"Attractive Flat For Rent : Apartment For Rent In Dhapakhel, Lalitpur","CIVIL HOMES DHAPHAKEL, Dhapakhel, Lalitpur",Lalitpur,30000,2,1,,1,East,,758,790 Sq. Feet,11 Meter / Blacktopped,11 Meter , Blacktopped,790 Sq. Feet,4 months ago,"['Swimming Pool', 'Modular Kitchen', 'Water Supply', 'Electricity Backup', 'Garage', 'Balcony', 'Garden', 'Water Tank', 'Kids Playground', 'Gym', 'Lift']",2.308254200146092,12996.835443037975
"Imadol Ko 20 Feet Ko Batoko Ghar Bikrima : House For Sale In Imadol, Lalitpur","imadol -4 lalitpur, Imadol, Lalitpur",Lalitpur,19000000,4,3,3.0,2,West,2076.0,869,0-3-1-0 Aana,0 Feet / Blacktopped,0 Feet , Blacktopped,N/A Aana,4 months ago,[],0.8125,23384615.384615384
"House For Sale In Gwarko, Lalitpur","Gwarko Colony, Gwarko, Lalitpur",Lalitpur,21000000,3,2,2.5,1,South,,8K,0-3-0-1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']",0.765625,27428571.42857143
"Brand New 3 BHK : Apartment For Rent In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,50000,3,2,9.0,0,East,,2.4K,1259 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Air Condition', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']",3.6785975164353544,13592.136616362191
"Land For Rent : Land For Rent In Naxal, Kathmandu","Gairidhara, Naxal, Kathmandu",Kathmandu,200000,0,0,,0,South East,,287,10 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,[],10.0,20000.0
"House For Rent : House For Rent In Budhanilkantha, Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,100000,3,4,2.0,1,North,,172,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Frontyard', 'Water Supply', 'Water Well', 'Modular Kitchen', 'Drainage', 'Balcony']",4.0,25000.0
"House For Rent : House For Rent In Ratopul, Kathmandu","Siphal, Ratopul, Kathmandu",Kathmandu,350000,0,0,5.0,0,South,,134,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,8000 Sq. Feet,4 months ago,"['Water Supply', 'Water Well', 'Frontyard']",8.0,43750.0
"Land On Sale : Land For Sale In Soltimode, Kathmandu","Chauni Road, Soltimode, Kathmandu",Kathmandu,3000000,0,0,,0,North East,,285,0-4-1-0 Aana,15 Feet,15 Feet,,N/A Aana,4 months ago,[],1.0625,2823529.411764706
"House For Rent : House For Rent In Sinamangal, Kathmandu","sinamangal, Sinamangal, Kathmandu",Kathmandu,200000,4,3,3.0,2,South East,,144,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Water Well', 'Balcony', 'Frontyard']",8.0,25000.0
"Land On Sale : Land For Sale In Boudha, Kathmandu","Tinchuli Chowk, Boudha, Kathmandu",Kathmandu,3000000,0,0,,0,South East,,243,5.2 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,[],5.0,600000.0
"House For Rent : House For Rent In Boudha, Kathmandu","Arunima Education Foundation, Boudha, Kathmandu",Kathmandu,150000,0,0,5.0,2,South West,,178,3 Aana,0 Feet,0 Feet,,N/A Aana,4 months ago,"['Frontyard', 'Balcony', 'Drainage', 'Water Supply']",3.0,50000.0
"Land For Rent : Land For Rent In Gyaneshwor, Kathmandu","Kamalpokhari, Gyaneshwor, Kathmandu",Kathmandu,1200000,0,0,,0,North East,,177,4 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,[],64.0,18750.0
"Land For Rent : Land For Rent In Maharajgunj, Kathmandu","Sankha Park, Maharajgunj, Kathmandu",Kathmandu,250000,0,0,,0,South East,,152,2.81 Ropani,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,[],44.96,5560.498220640569
"Office Space For Rent In Thamel, Kathmandu","Thamel, Thamel, Kathmandu",Kathmandu,120000,12,0,3.0,2,North West,,109,3 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Water Well', 'Frontyard', 'Drainage']",3.0,40000.0
"Office Space For Rent : Office Space For Rent In Maharajgunj, Kathmandu","Teaching Hospital, Maharajgunj, Kathmandu",Kathmandu,130000,12,0,3.0,3,North East,,122,6 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,3500 Sq. Feet,4 months ago,"['Frontyard', 'Water Supply']",6.0,21666.666666666668
"House For Rent : House For Rent In Lazimpat, Kathmandu","Nil sarswotisthan, Lazimpat, Kathmandu",Kathmandu,150000,8,3,3.0,2,North East,,125,4 Aana,16 Feet,16 Feet,,N/A Aana,4 months ago,"['Frontyard', 'Water Supply', 'Water Tank', 'Balcony']",4.0,37500.0
"Land On Sale : Land For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu",Kathmandu,2500000,0,0,,0,North East,,434,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,4 months ago,[],4.0,625000.0
"Colony House On Rent : House For Rent In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,150000,4,4,3.0,1,South,,157,6 Aana,16 Feet,16 Feet,,N/A Aana,4 months ago,"['Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Tank']",6.0,25000.0
"Land At Ramkot : Land For Sale In Ramkot, Kathmandu","green village, Ramkot, Kathmandu",Kathmandu,13000000,0,0,,0,South East,,171,0-10-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,[],2.5,5200000.0
"Polting Land At Dahachowk : Land For Sale In Dahachowk, Khahare, Kathmandu","dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,1050000,0,0,,0,South,,438,0-4-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,[],1.0,1050000.0
"House For Rent : Business For Rent In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,80000,13,0,4.0,0,East,,160,4 Aana,13 Feet,13 Feet,,N/A Aana,4 months ago,[],4.0,20000.0
"Beautiful House On Rent : Office Space For Rent In Khusibu, Kathmandu","medical chowk, Khusibu, Kathmandu",Kathmandu,370000,17,17,4.0,0,North East,2076.0,348,6 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Tank', 'Balcony']",6.0,61666.666666666664
"Plotting Land For Sale At Gumti Chowk : Land For Sale In Budhanilkantha, Kathmandu","gumti chowk, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,,0,East,,460,4 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,N/A Aana,4 months ago,[],4.0,650000.0
"Full Furnished House On Rent : House For Rent In Lazimpat, Kathmandu","uttar dokha, Lazimpat, Kathmandu",Kathmandu,150000,4,4,3.0,2,North East,,516,7 Aana,13 Feet,13 Feet,,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Garden', 'Frontyard', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Well', 'Water Tank']",7.0,21428.571428571428
"House On SALE!! : House For Sale In Kapan, Kathmandu","Kapan height, Kapan, Kathmandu",Kathmandu,17000000,8,3,10.0,2,North,,706,3.5 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,3 Aana,4 months ago,[],3.0,5666666.666666667
"2.5 Storey New : House For Sale In Gothatar, Kathmandu","Buddhachwok, Gothatar, Kathmandu",Kathmandu,18500000,3,3,2.5,1,East,2075.0,10.6K,0-3-0-0 Aana,14 Feet / Gravelled,14 Feet , Gravelled,1026 Aana,4 months ago,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",0.75,24666666.666666668
"Land For Sale In Budhanilkantha, Kathmandu","deuba chowk, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,,0,East,,421,7 Aana,13 Feet,13 Feet,,N/A Aana,4 months ago,[],7.0,457142.85714285716
"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,17000000,4,5,3.0,1,West,2076.0,1.2K,3 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Aana,4 months ago,['Garage'],3.0,5666666.666666667
"12 Ropani Land Is On Sale. : Land For Sale In Nirmal Pokhari, Pokhara","BharatPokhari-33, Nirmal Pokhari, Pokhara",Pokhara,2500000,0,0,,0,North,,483,12 Ropani,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,12 Ropani,4 months ago,[],192.0,13020.833333333334
"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,6,3.0,1,South East,2076.0,862,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Store Room']",4.0,8125000.0
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,29800000,5,5,3.0,2,East,2076.0,641,4 Aana,15 Feet / Paved,15 Feet , Paved,N/A Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']",4.0,7450000.0
"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Sundar Basti Bhangal, Budhanilkantha, Kathmandu",Kathmandu,29900000,7,6,3.0,2,South West,2019.0,472,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,2700 Sq. Feet,4 months ago,"['Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",5.0,5980000.0
"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,49000000,6,6,3.0,2,South,2074.0,498,5.3 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,[],5.0,9800000.0
"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,29900000,5,3,2.5,1,South,2076.0,4.6K,0-3-0-0 Aana,10 Feet / Concrete,10 Feet , Concrete,N/A Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",0.75,39866666.666666664
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,21000000,6,6,3.0,1,East,2074.0,550,3 Aana,13 Feet / Paved,13 Feet , Paved,N/A Aana,4 months ago,['Garage'],3.0,7000000.0
"Beautiful Shaped Land Italitar Hattigauda : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,3500000,0,0,,0,East,,378,19 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,[],19.0,184210.52631578947
"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,33500000,6,6,3.0,1,South East,2076.0,87,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Drainage', 'Solar Water', 'Water Tank']",4.0,8375000.0
"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,28500000,5,5,3.0,1,North,2076.0,143,4 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well']",4.0,7125000.0
"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,50000000,5,5,3.0,3,East,2071.0,551,11 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Frontyard', 'Garden', 'Garage', 'Store Room']",11.0,4545454.545454546
"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu","Na, Naya Bazar, Kathmandu",Kathmandu,35000000,5,5,3.0,2,East,2069.0,310,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well']",5.0,7000000.0
"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,49000000,5,5,3.0,2,West,2076.0,490,8.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Store Room', 'Parking']",8.0,6125000.0
"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu","Na, Thulo Bharyang, Kathmandu",Kathmandu,39000000,5,5,3.0,3,East,2070.0,151,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Garage', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",7.0,5571428.571428572
"Dhumbarahi 32 Ana Land : Land For Sale In Dhumbarahi, Kathmandu","Na, Dhumbarahi, Kathmandu",Kathmandu,6500000,0,0,,0,East,,146,32 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,[],32.0,203125.0
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,6,3.0,1,East,2074.0,316,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']",4.0,7250000.0
"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,44500000,5,5,3.0,1,South,2076.0,410,5 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",5.0,8900000.0
"Maharajganj Lands : Land For Sale In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,5500000,0,0,,0,South,,487,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,[],5.0,1100000.0
"Golfutar 8 Ana For Sale : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3700000,0,0,,0,East,,359,8 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,[],8.0,462500.0
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,29800000,5,5,3.0,1,East,,581,4.1 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']",4.0,7450000.0
"Baluwatar 16 Ana Land : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,,0,East,,371,16 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,4 months ago,[],16.0,356250.0
"3.5 Ana Land On Sale In Kalanki : Land For Sale In Chandragiri, Kathmandu","Bishnudevi , Kalanki, Chandragiri, Kathmandu",Kathmandu,2000000,0,0,,0,South East,,509,0-3-1-3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,4 months ago,[],0.859375,2327272.727272727
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000,3,2,13.0,1,South,2015.0,1.7K,1800 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,1800 Sq. Feet,4 months ago,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",5.259313367421475,8556250.0
"५ रोपनी, १८ लाख प्रति आना, चोभार/ : Land For Sale In Machhegaun, Kirtipur","Chobhar, Machhegaun, Kirtipur",Kirtipur,1800000,0,0,,0,South,,391,5-0-0-0 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,[],80.0,22500.0
"Land For Sale In Bardibas, Mahottari","Sindhuli, Ratmata, Bardibas, Mahottari",Mahottari,220000,0,0,0.0,0,East,,706,10935 Sq. Feet,6 Meter / Soil Stabilized,6 Meter , Soil Stabilized,10935 Sq. Feet,4 months ago,[],31.950328707085465,6885.688157293095
"Flat For Rent In Imadol, Lalitpur","OCHHU height, Imadol, Lalitpur",Lalitpur,15000,2,1,3.0,0,South East,2075.0,657,700 Sq. Feet,14 Feet / Gravelled,14 Feet , Gravelled,700 Sq. Feet,4 months ago,"['Garden', 'Modular Kitchen', 'Water Supply', 'Water Tank']",2.0452885317750185,7333.928571428571
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000,6,5,3.0,3,East,2076.0,3.8K,0-4-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",1.0,38700000.0
"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,39000000,6,5,3.0,3,East,2019.0,859,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,2300 Sq. Feet,4 months ago,[],1.0,39000000.0
"Dhapakhel : Land For Sale In Dhapakhel, Lalitpur","Dhapakhel, Dhapakhel, Lalitpur",Lalitpur,1200000,0,0,,0,South East,,2K,3.3 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Aana,4 months ago,[],3.0,400000.0
"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,15000000,4,2,1.5,1,South,2072.0,11.8K,0-4-3-0 Aana,18 Feet / Concrete,18 Feet , Concrete,151 Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",1.1875,12631578.94736842
